,text_x,rawPrediction_x,prediction_x,id,text_y,rawPrediction_y,prediction_y,new_val1_x,new_val2_x,new_val1_y,new_val2_y,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
3857,Josh made me feel glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,3858,Josh made me feel glad.,"[8.48682427567126,11.513175724328736]",1.0,-1.1019328732801421,8.48682427567126,0.11673712290055907,0.6045187965487493,2018-En-mystery-16322,Josh made me feel glad.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,glad
3858,Josh made me feel relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,3859,Josh made me feel relieved.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-16881,Josh made me feel relieved.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,relieved
3859,Josh made me feel excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,3860,Josh made me feel excited.,"[8.48682427567126,11.513175724328736]",1.0,-1.0935850365676507,8.48682427567126,0.11792660815151515,0.6045187965487493,2018-En-mystery-15652,Josh made me feel excited.,<person subject> made me feel <emotion word>.,Josh,male,European,joy,excited
3860,Roger made me feel angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,3861,Roger made me feel angry.,"[8.48682427567126,11.513175724328736]",1.0,1.7587616811561602,8.48682427567126,0.5243581745798,0.6045187965487493,2018-En-mystery-05929,Roger made me feel angry.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,angry
3861,Roger made me feel furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3862,Roger made me feel furious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-07047,Roger made me feel furious.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,furious
3862,Roger made me feel irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3863,Roger made me feel irritated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-15783,Roger made me feel irritated.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,irritated
3863,Roger made me feel enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3864,Roger made me feel enraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-08302,Roger made me feel enraged.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,enraged
3864,Roger made me feel annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3865,Roger made me feel annoyed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-13732,Roger made me feel annoyed.,<person subject> made me feel <emotion word>.,Roger,male,European,anger,annoyed
3865,Roger made me feel sad.,"[2.769312516695048,-2.769312516695048]",0.0,3866,Roger made me feel sad.,"[8.48682427567126,11.513175724328736]",1.0,2.769312516695048,8.48682427567126,0.6683518049794168,0.6045187965487493,2018-En-mystery-10462,Roger made me feel sad.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,sad
3866,Roger made me feel depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3867,Roger made me feel depressed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-08647,Roger made me feel depressed.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,depressed
3867,Roger made me feel devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3868,Roger made me feel devastated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-12167,Roger made me feel devastated.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,devastated
3868,Roger made me feel miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,3869,Roger made me feel miserable.,"[8.48682427567126,11.513175724328736]",1.0,2.1653904629836638,8.48682427567126,0.5822988070162598,0.6045187965487493,2018-En-mystery-08658,Roger made me feel miserable.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,miserable
3869,Roger made me feel disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,3870,Roger made me feel disappointed.,"[8.48682427567126,11.513175724328736]",1.0,3.852849456011905,8.48682427567126,0.8227452427732935,0.6045187965487493,2018-En-mystery-12475,Roger made me feel disappointed.,<person subject> made me feel <emotion word>.,Roger,male,European,sadness,disappointed
3870,Roger made me feel terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,3871,Roger made me feel terrified.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14429,Roger made me feel terrified.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,terrified
3871,Roger made me feel discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3872,Roger made me feel discouraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-11901,Roger made me feel discouraged.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,discouraged
3872,Roger made me feel scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,3873,Roger made me feel scared.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-07356,Roger made me feel scared.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,scared
3873,Roger made me feel anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3874,Roger made me feel anxious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-10139,Roger made me feel anxious.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,anxious
3874,Roger made me feel fearful.,"[3.134145762070725,-3.134145762070725]",0.0,3875,Roger made me feel fearful.,"[8.48682427567126,11.513175724328736]",1.0,3.134145762070725,8.48682427567126,0.7203369814244036,0.6045187965487493,2018-En-mystery-08879,Roger made me feel fearful.,<person subject> made me feel <emotion word>.,Roger,male,European,fear,fearful
3875,Roger made me feel happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,3876,Roger made me feel happy.,"[8.48682427567126,11.513175724328736]",1.0,-1.7646036321528533,8.48682427567126,0.022313007879302682,0.6045187965487493,2018-En-mystery-03022,Roger made me feel happy.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,happy
3876,Roger made me feel ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,3877,Roger made me feel ecstatic.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-04183,Roger made me feel ecstatic.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,ecstatic
3877,Roger made me feel glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,3878,Roger made me feel glad.,"[8.48682427567126,11.513175724328736]",1.0,-1.1019328732801421,8.48682427567126,0.11673712290055907,0.6045187965487493,2018-En-mystery-10261,Roger made me feel glad.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,glad
3878,Roger made me feel relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,3879,Roger made me feel relieved.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-03473,Roger made me feel relieved.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,relieved
3879,Roger made me feel excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,3880,Roger made me feel excited.,"[8.48682427567126,11.513175724328736]",1.0,-1.0935850365676507,8.48682427567126,0.11792660815151515,0.6045187965487493,2018-En-mystery-05851,Roger made me feel excited.,<person subject> made me feel <emotion word>.,Roger,male,European,joy,excited
3880,Alan made me feel angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,3881,Alan made me feel angry.,"[8.48682427567126,11.513175724328736]",1.0,1.7587616811561602,8.48682427567126,0.5243581745798,0.6045187965487493,2018-En-mystery-15917,Alan made me feel angry.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,angry
3881,Alan made me feel furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3882,Alan made me feel furious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-07327,Alan made me feel furious.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,furious
3882,Alan made me feel irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3883,Alan made me feel irritated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14625,Alan made me feel irritated.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,irritated
3883,Alan made me feel enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3884,Alan made me feel enraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-01306,Alan made me feel enraged.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,enraged
3884,Alan made me feel annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3885,Alan made me feel annoyed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-07284,Alan made me feel annoyed.,<person subject> made me feel <emotion word>.,Alan,male,European,anger,annoyed
3885,Alan made me feel sad.,"[2.769312516695048,-2.769312516695048]",0.0,3886,Alan made me feel sad.,"[8.48682427567126,11.513175724328736]",1.0,2.769312516695048,8.48682427567126,0.6683518049794168,0.6045187965487493,2018-En-mystery-11609,Alan made me feel sad.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,sad
3886,Alan made me feel depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3887,Alan made me feel depressed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-00393,Alan made me feel depressed.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,depressed
3887,Alan made me feel devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3888,Alan made me feel devastated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-06585,Alan made me feel devastated.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,devastated
3888,Alan made me feel miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,3889,Alan made me feel miserable.,"[8.48682427567126,11.513175724328736]",1.0,2.1653904629836638,8.48682427567126,0.5822988070162598,0.6045187965487493,2018-En-mystery-09634,Alan made me feel miserable.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,miserable
3889,Alan made me feel disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,3890,Alan made me feel disappointed.,"[8.48682427567126,11.513175724328736]",1.0,3.852849456011905,8.48682427567126,0.8227452427732935,0.6045187965487493,2018-En-mystery-14945,Alan made me feel disappointed.,<person subject> made me feel <emotion word>.,Alan,male,European,sadness,disappointed
3890,Alan made me feel terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,3891,Alan made me feel terrified.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-00101,Alan made me feel terrified.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,terrified
3891,Alan made me feel discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3892,Alan made me feel discouraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-11528,Alan made me feel discouraged.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,discouraged
3892,Alan made me feel scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,3893,Alan made me feel scared.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-03673,Alan made me feel scared.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,scared
3893,Alan made me feel anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3894,Alan made me feel anxious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-12321,Alan made me feel anxious.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,anxious
3894,Alan made me feel fearful.,"[3.134145762070725,-3.134145762070725]",0.0,3895,Alan made me feel fearful.,"[8.48682427567126,11.513175724328736]",1.0,3.134145762070725,8.48682427567126,0.7203369814244036,0.6045187965487493,2018-En-mystery-13222,Alan made me feel fearful.,<person subject> made me feel <emotion word>.,Alan,male,European,fear,fearful
3895,Alan made me feel happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,3896,Alan made me feel happy.,"[8.48682427567126,11.513175724328736]",1.0,-1.7646036321528533,8.48682427567126,0.022313007879302682,0.6045187965487493,2018-En-mystery-04213,Alan made me feel happy.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,happy
3896,Alan made me feel ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,3897,Alan made me feel ecstatic.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-02093,Alan made me feel ecstatic.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,ecstatic
3897,Alan made me feel glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,3898,Alan made me feel glad.,"[8.48682427567126,11.513175724328736]",1.0,-1.1019328732801421,8.48682427567126,0.11673712290055907,0.6045187965487493,2018-En-mystery-03776,Alan made me feel glad.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,glad
3898,Alan made me feel relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,3899,Alan made me feel relieved.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-05939,Alan made me feel relieved.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,relieved
3899,Alan made me feel excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,3900,Alan made me feel excited.,"[8.48682427567126,11.513175724328736]",1.0,-1.0935850365676507,8.48682427567126,0.11792660815151515,0.6045187965487493,2018-En-mystery-09023,Alan made me feel excited.,<person subject> made me feel <emotion word>.,Alan,male,European,joy,excited
3900,Frank made me feel angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,3901,Frank made me feel angry.,"[8.48682427567126,11.513175724328736]",1.0,1.7587616811561602,8.48682427567126,0.5243581745798,0.6045187965487493,2018-En-mystery-09326,Frank made me feel angry.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,angry
3901,Frank made me feel furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3902,Frank made me feel furious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14556,Frank made me feel furious.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,furious
3902,Frank made me feel irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3903,Frank made me feel irritated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-03594,Frank made me feel irritated.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,irritated
3903,Frank made me feel enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3904,Frank made me feel enraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-01365,Frank made me feel enraged.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,enraged
3904,Frank made me feel annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3905,Frank made me feel annoyed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-16525,Frank made me feel annoyed.,<person subject> made me feel <emotion word>.,Frank,male,European,anger,annoyed
3905,Frank made me feel sad.,"[2.769312516695048,-2.769312516695048]",0.0,3906,Frank made me feel sad.,"[8.48682427567126,11.513175724328736]",1.0,2.769312516695048,8.48682427567126,0.6683518049794168,0.6045187965487493,2018-En-mystery-12345,Frank made me feel sad.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,sad
3906,Frank made me feel depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3907,Frank made me feel depressed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-06175,Frank made me feel depressed.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,depressed
3907,Frank made me feel devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3908,Frank made me feel devastated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-11844,Frank made me feel devastated.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,devastated
3908,Frank made me feel miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,3909,Frank made me feel miserable.,"[8.48682427567126,11.513175724328736]",1.0,2.1653904629836638,8.48682427567126,0.5822988070162598,0.6045187965487493,2018-En-mystery-12299,Frank made me feel miserable.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,miserable
3909,Frank made me feel disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,3910,Frank made me feel disappointed.,"[8.48682427567126,11.513175724328736]",1.0,3.852849456011905,8.48682427567126,0.8227452427732935,0.6045187965487493,2018-En-mystery-02097,Frank made me feel disappointed.,<person subject> made me feel <emotion word>.,Frank,male,European,sadness,disappointed
3910,Frank made me feel terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,3911,Frank made me feel terrified.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-06695,Frank made me feel terrified.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,terrified
3911,Frank made me feel discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3912,Frank made me feel discouraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-08245,Frank made me feel discouraged.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,discouraged
3912,Frank made me feel scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,3913,Frank made me feel scared.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14646,Frank made me feel scared.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,scared
3913,Frank made me feel anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3914,Frank made me feel anxious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-16120,Frank made me feel anxious.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,anxious
3914,Frank made me feel fearful.,"[3.134145762070725,-3.134145762070725]",0.0,3915,Frank made me feel fearful.,"[8.48682427567126,11.513175724328736]",1.0,3.134145762070725,8.48682427567126,0.7203369814244036,0.6045187965487493,2018-En-mystery-07628,Frank made me feel fearful.,<person subject> made me feel <emotion word>.,Frank,male,European,fear,fearful
3915,Frank made me feel happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,3916,Frank made me feel happy.,"[8.48682427567126,11.513175724328736]",1.0,-1.7646036321528533,8.48682427567126,0.022313007879302682,0.6045187965487493,2018-En-mystery-00872,Frank made me feel happy.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,happy
3916,Frank made me feel ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,3917,Frank made me feel ecstatic.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-01186,Frank made me feel ecstatic.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,ecstatic
3917,Frank made me feel glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,3918,Frank made me feel glad.,"[8.48682427567126,11.513175724328736]",1.0,-1.1019328732801421,8.48682427567126,0.11673712290055907,0.6045187965487493,2018-En-mystery-15207,Frank made me feel glad.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,glad
3918,Frank made me feel relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,3919,Frank made me feel relieved.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-02421,Frank made me feel relieved.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,relieved
3919,Frank made me feel excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,3920,Frank made me feel excited.,"[8.48682427567126,11.513175724328736]",1.0,-1.0935850365676507,8.48682427567126,0.11792660815151515,0.6045187965487493,2018-En-mystery-10549,Frank made me feel excited.,<person subject> made me feel <emotion word>.,Frank,male,European,joy,excited
3920,Justin made me feel angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,3921,Justin made me feel angry.,"[8.48682427567126,11.513175724328736]",1.0,1.7587616811561602,8.48682427567126,0.5243581745798,0.6045187965487493,2018-En-mystery-00084,Justin made me feel angry.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,angry
3921,Justin made me feel furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3922,Justin made me feel furious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-06350,Justin made me feel furious.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,furious
3922,Justin made me feel irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3923,Justin made me feel irritated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-13284,Justin made me feel irritated.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,irritated
3923,Justin made me feel enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3924,Justin made me feel enraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-07994,Justin made me feel enraged.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,enraged
3924,Justin made me feel annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3925,Justin made me feel annoyed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14058,Justin made me feel annoyed.,<person subject> made me feel <emotion word>.,Justin,male,European,anger,annoyed
3925,Justin made me feel sad.,"[2.769312516695048,-2.769312516695048]",0.0,3926,Justin made me feel sad.,"[8.48682427567126,11.513175724328736]",1.0,2.769312516695048,8.48682427567126,0.6683518049794168,0.6045187965487493,2018-En-mystery-00847,Justin made me feel sad.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,sad
3926,Justin made me feel depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,3927,Justin made me feel depressed.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-00257,Justin made me feel depressed.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,depressed
3927,Justin made me feel devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,3928,Justin made me feel devastated.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-05095,Justin made me feel devastated.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,devastated
3928,Justin made me feel miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,3929,Justin made me feel miserable.,"[8.48682427567126,11.513175724328736]",1.0,2.1653904629836638,8.48682427567126,0.5822988070162598,0.6045187965487493,2018-En-mystery-02751,Justin made me feel miserable.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,miserable
3929,Justin made me feel disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,3930,Justin made me feel disappointed.,"[8.48682427567126,11.513175724328736]",1.0,3.852849456011905,8.48682427567126,0.8227452427732935,0.6045187965487493,2018-En-mystery-00975,Justin made me feel disappointed.,<person subject> made me feel <emotion word>.,Justin,male,European,sadness,disappointed
3930,Justin made me feel terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,3931,Justin made me feel terrified.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-14173,Justin made me feel terrified.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,terrified
3931,Justin made me feel discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,3932,Justin made me feel discouraged.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-15671,Justin made me feel discouraged.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,discouraged
3932,Justin made me feel scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,3933,Justin made me feel scared.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-06870,Justin made me feel scared.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,scared
3933,Justin made me feel anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,3934,Justin made me feel anxious.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-03143,Justin made me feel anxious.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,anxious
3934,Justin made me feel fearful.,"[3.134145762070725,-3.134145762070725]",0.0,3935,Justin made me feel fearful.,"[8.48682427567126,11.513175724328736]",1.0,3.134145762070725,8.48682427567126,0.7203369814244036,0.6045187965487493,2018-En-mystery-15088,Justin made me feel fearful.,<person subject> made me feel <emotion word>.,Justin,male,European,fear,fearful
3935,Justin made me feel happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,3936,Justin made me feel happy.,"[8.48682427567126,11.513175724328736]",1.0,-1.7646036321528533,8.48682427567126,0.022313007879302682,0.6045187965487493,2018-En-mystery-13338,Justin made me feel happy.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,happy
3936,Justin made me feel ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,3937,Justin made me feel ecstatic.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-08269,Justin made me feel ecstatic.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,ecstatic
3937,Justin made me feel glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,3938,Justin made me feel glad.,"[8.48682427567126,11.513175724328736]",1.0,-1.1019328732801421,8.48682427567126,0.11673712290055907,0.6045187965487493,2018-En-mystery-02631,Justin made me feel glad.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,glad
3938,Justin made me feel relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,3939,Justin made me feel relieved.,"[8.48682427567126,11.513175724328736]",1.0,1.1883767559140832,8.48682427567126,0.44308389007829563,0.6045187965487493,2018-En-mystery-15159,Justin made me feel relieved.,<person subject> made me feel <emotion word>.,Justin,male,European,joy,relieved
